Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1
Date	Time	GPS1 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	GPS2 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	Gyro	Water Speed F/A Spd. Knots	P/S Spd. Knots	PIR w/m^2	PSP w/m^2	TUV w/m^2	Rain Gauge Cond. Code	Inst. Precip. mm/hr	Accum. Precip. mm	Depth Feet	Meters	Fathoms	Fluorometer Reading Volts	Gain	DisOrgMat Reading Volts	Gain	SBTemp Degrees C	POSMV Lat	Dir	Lon	Dir	SOG Knots	COG Degrees T	Lat Dec. Deg.	Lon Dec. Deg.	POSMV Heading Degrees T	RM Young Barometer mb	Stbd RM Young Winds Rel. Wind Spd. Knots	Rel. Wind Dir. Degrees	True Wind Spd. Knots	True Wind Dir. Degrees	Port RM Young Met Air Temp. Degrees C	Rel. Humid. %	Baro. Press. mb	MicroTSG1 Temperature Degrees C	 Conductivity Seimens	 Salinity PSU	Turner C3 Primary Chl-a	 C3 Primary PE	 C3 Primary CDOM	 C3 Primary Temp C	Turner C3 Secondary Chl-a	 C3 Secondary PE	 C3 Secondary CDOM	 C3 Secondary Temp C	
07 June 2023	17:44:47	 2 28.6096 	 N 	   48 24.8083 	 W 	 5.3 	 213.6 	 +  2.4768 	 - 48.4135 	  2 28.6102 	 N 	   48 24.8047 	 W 	 5.4 	 208.1 	 +  2.4768 	 - 48.4134 	 202.62	0.0	0.0	407.4	466.2	373.9		0.0	0.0	271.4	82.7	45.2	0.00524	30X	0.00000	30X	29.3176	 2 28.6102 	 N 	   48 24.8047 	 W 	 5.4 	 208.1 	 +  2.4768 	 - 48.4134 	 201.60	1012.52	9.0	325.0	6.7	130.1	28.4	72.0	1012.0	29.5752	5.8932	35.7072	34.64	69.60	17.96	29.35					
07 June 2023	17:49:47	 2 28.2413 	 N 	   48 25.0504 	 W 	 5.3 	 212.6 	 +  2.4707 	 - 48.4175 	  2 28.2408 	 N 	   48 25.0484 	 W 	 5.3 	 214.2 	 +  2.4707 	 - 48.4175 	 201.83	0.0	0.0	409.6	675.7	366.0		0.0	0.0	264.9	80.7	44.1	0.02888	30X	0.00000	30X	29.4084	 2 28.2408 	 N 	   48 25.0484 	 W 	 5.3 	 214.2 	 +  2.4707 	 - 48.4175 	 201.20	1012.52	8.0	319.0	6.4	118.7	28.4	72.0	1012.0	29.6998	5.9082	35.7158	32.04	70.68	13.12	29.47	12.64	42.48	14.20	29.66	
07 June 2023	17:54:47	 2 27.8690 	 N 	   48 25.2990 	 W 	 5.5 	 216.0 	 +  2.4645 	 - 48.4216 	  2 27.8692 	 N 	   48 25.2978 	 W 	 5.3 	 215.4 	 +  2.4645 	 - 48.4216 	 204.79	0.0	0.0	410.6	674.9	359.1		0.0	0.0	253.8	77.4	42.3	0.03579	30X	0.00000	30X	29.5111	 2 27.8692 	 N 	   48 25.2978 	 W 	 5.3 	 215.4 	 +  2.4645 	 - 48.4216 	 204.20	1012.52	8.0	322.0	6.1	122.8	28.4	73.0	1012.0	29.7704	5.9158	35.7174	37.84	73.36	19.20	29.53					
07 June 2023	17:59:47	 2 27.5013 	 N 	   48 25.5648 	 W 	 5.3 	 214.9 	 +  2.4584 	 - 48.4261 	  2 27.5022 	 N 	   48 25.5617 	 W 	 5.2 	 213.9 	 +  2.4584 	 - 48.4260 	 204.73	0.0	0.0	411.2	653.8	350.1		0.0	0.0	244.9	74.6	40.8	0.03150	30X	0.00000	30X	29.2734	 2 27.5022 	 N 	   48 25.5617 	 W 	 5.2 	 213.9 	 +  2.4584 	 - 48.4260 	 204.50	1012.38	7.0	315.0	5.9	112.0	28.5	72.0	1012.0	29.6556	5.9032	35.7167					16.24	38.28	13.04	29.58	
07 June 2023	18:04:47	 2 27.1375 	 N 	   48 25.8121 	 W 	 4.8 	 197.4 	 +  2.4523 	 - 48.4302 	  2 27.1379 	 N 	   48 25.8097 	 W 	 4.6 	 195.2 	 +  2.4523 	 - 48.4302 	 186.51	0.0	0.0	410.8	639.8	340.4		0.0	0.0	234.7	71.5	39.1	0.04372	30X	0.00000	30X	29.2788	 2 27.1379 	 N 	   48 25.8097 	 W 	 4.6 	 195.2 	 +  2.4523 	 - 48.4302 	 185.90	1012.42	8.0	334.0	5.1	124.3	28.4	72.0	1012.0	29.6070	5.8978	35.7159	35.32	81.52	7.52	29.37	15.56	38.52	9.16	29.56	
07 June 2023	18:09:47	 2 26.7528 	 N 	   48 25.9623 	 W 	 5.2 	 216.0 	 +  2.4459 	 - 48.4327 	  2 26.7528 	 N 	   48 25.9592 	 W 	 5.2 	 214.2 	 +  2.4459 	 - 48.4327 	 204.13	0.0	0.0	410.7	617.8	330.3		0.0	0.0	210.5	64.2	35.1	0.03444	30X	0.00000	30X	29.3460	 2 26.7528 	 N 	   48 25.9592 	 W 	 5.2 	 214.2 	 +  2.4459 	 - 48.4327 	 203.80	1012.42	7.0	314.0	6.1	112.0	28.5	73.0	1012.0	29.6120	5.8986	35.7164	33.00	68.08	14.28	29.39	17.28	38.16	11.72	29.59	
07 June 2023	18:14:47	 2 26.4520 	 N 	   48 26.1975 	 W 	 4.3 	 219.4 	 +  2.4409 	 - 48.4366 	  2 26.4528 	 N 	   48 26.1938 	 W 	 4.1 	 220.9 	 +  2.4409 	 - 48.4366 	 208.67	0.0	0.0	409.7	598.9	320.0		0.0	0.0	210.9	64.3	35.2	0.01881	30X	0.00000	30X	29.9202	 2 26.4528 	 N 	   48 26.1938 	 W 	 4.1 	 220.9 	 +  2.4409 	 - 48.4366 	 207.90	1012.28	7.0	314.0	5.9	124.2	28.4	72.0	1011.0	30.1384	5.5602	33.0424	48.96	78.56	59.96	29.91					
07 June 2023	18:19:47	 2 26.1843 	 N 	   48 26.4261 	 W 	 4.2 	 220.4 	 +  2.4364 	 - 48.4404 	  2 26.1840 	 N 	   48 26.4230 	 W 	 4.3 	 220.2 	 +  2.4364 	 - 48.4404 	 209.21	0.0	0.0	409.8	589.3	311.6		0.0	0.0	215.2	65.6	35.9	0.01690	30X	0.00000	30X	30.1805	 2 26.1840 	 N 	   48 26.4230 	 W 	 4.3 	 220.2 	 +  2.4364 	 - 48.4404 	 208.50	1012.23	7.0	311.0	6.2	122.9	28.4	72.0	1011.0	30.5439	5.4604	32.2564	54.28	92.12	78.88	30.29	37.64	32.80	58.56	30.50	
07 June 2023	18:24:48	 2 25.9213 	 N 	   48 26.6555 	 W 	 4.0 	 220.9 	 +  2.4320 	 - 48.4443 	  2 25.9210 	 N 	   48 26.6518 	 W 	 3.8 	 217.5 	 +  2.4320 	 - 48.4442 	 208.95	0.0	0.0	411.2	574.8	301.9		0.0	0.0	212.6	64.8	35.4	0.01063	30X	0.00000	30X	30.2258	 2 25.9210 	 N 	   48 26.6518 	 W 	 3.8 	 217.5 	 +  2.4320 	 - 48.4442 	 208.40	1012.23	6.0	297.0	6.3	107.1	28.4	72.0	1011.0	30.5294	5.2614	30.8789	62.12	88.32	115.88	30.27	47.12	35.24	82.48	30.48	
07 June 2023	18:29:48	 2 25.6597 	 N 	   48 26.8853 	 W 	 4.2 	 222.3 	 +  2.4277 	 - 48.4481 	  2 25.6595 	 N 	   48 26.8814 	 W 	 4.4 	 221.1 	 +  2.4277 	 - 48.4480 	 209.46	0.0	0.0	412.1	552.6	291.1		0.0	0.0	214.1	65.3	35.7	0.00000	30X	0.00000	30X	30.3197	 2 25.6595 	 N 	   48 26.8814 	 W 	 4.4 	 221.1 	 +  2.4277 	 - 48.4480 	 208.50	1012.23	6.0	312.0	5.5	117.6	28.5	73.0	1011.0	30.5957	5.1866	30.3014					47.08	38.32	90.92	30.57	
07 June 2023	18:34:48	 2 25.3965 	 N 	   48 27.1169 	 W 	 4.2 	 221.8 	 +  2.4233 	 - 48.4519 	  2 25.3955 	 N 	   48 27.1141 	 W 	 4.1 	 222.3 	 +  2.4233 	 - 48.4519 	 207.98	0.0	0.0	413.3	546.9	282.5		0.0	0.0	216.1	65.8	36.0	0.00000	30X	0.00000	30X	30.4990	 2 25.3955 	 N 	   48 27.1141 	 W 	 4.1 	 222.3 	 +  2.4233 	 - 48.4519 	 207.30	1012.13	6.0	316.0	5.1	120.5	28.4	72.0	1011.0	30.7044	5.1499	29.9983	61.72	84.92	126.04	30.47					
07 June 2023	18:39:48	 2 25.1342 	 N 	   48 27.3493 	 W 	 4.3 	 222.0 	 +  2.4189 	 - 48.4558 	  2 25.1334 	 N 	   48 27.3452 	 W 	 3.5 	 221.1 	 +  2.4189 	 - 48.4558 	 209.50	0.0	0.0	412.1	513.6	267.8		0.0	0.0	217.9	66.4	36.3	0.00000	30X	0.00000	30X	30.4265	 2 25.1334 	 N 	   48 27.3452 	 W 	 3.5 	 221.1 	 +  2.4189 	 - 48.4558 	 209.00	1012.12	7.0	293.0	7.6	107.9	28.5	72.0	1011.0	30.7054	5.0888	29.5958	64.24	87.88	135.00	30.46					
07 June 2023	18:44:48	 2 24.8701 	 N 	   48 27.5796 	 W 	 4.2 	 221.1 	 +  2.4145 	 - 48.4597 	  2 24.8695 	 N 	   48 27.5756 	 W 	 4.2 	 221.1 	 +  2.4145 	 - 48.4596 	 209.58	0.0	0.0	410.3	132.1	155.7		0.0	0.0	223.0	68.0	37.2	0.00000	30X	0.00000	30X	30.4022	 2 24.8695 	 N 	   48 27.5756 	 W 	 4.2 	 221.1 	 +  2.4145 	 - 48.4596 	 208.80	1012.12	6.0	316.0	5.1	121.2	28.5	73.0	1011.0	30.6979	5.0472	29.3214	69.16	88.64	146.68	30.45					
07 June 2023	18:49:48	 2 24.6037 	 N 	   48 27.8091 	 W 	 4.2 	 221.2 	 +  2.4101 	 - 48.4635 	  2 24.6029 	 N 	   48 27.8073 	 W 	 4.1 	 225.2 	 +  2.4100 	 - 48.4635 	 208.89	0.0	0.0	411.2	477.3	249.3		0.0	0.0	224.3	68.4	37.4	0.00000	30X	0.00000	30X	30.3780	 2 24.6029 	 N 	   48 27.8073 	 W 	 4.1 	 225.2 	 +  2.4100 	 - 48.4635 	 208.10	1012.03	6.0	312.0	5.4	118.3	28.4	72.0	1011.0	30.6483	5.0076	29.0992	65.32	93.40	155.12	30.42	48.72	34.08	114.80	30.63	
07 June 2023	18:54:48	 2 24.3470 	 N 	   48 28.0298 	 W 	 4.1 	 222.4 	 +  2.4058 	 - 48.4672 	  2 24.3455 	 N 	   48 28.0279 	 W 	 4.6 	 217.9 	 +  2.4058 	 - 48.4671 	 208.68	0.0	0.0	412.4	468.6	240.6		0.0	0.0	226.4	69.0	37.7	0.00000	30X	0.00000	30X	30.4789	 2 24.3455 	 N 	   48 28.0279 	 W 	 4.6 	 217.9 	 +  2.4058 	 - 48.4671 	 207.90	1012.03	5.0	311.0	4.8	109.9	28.4	72.0	1011.0	30.6574	4.9745	28.8594	73.92	86.96	150.68	30.45	49.36	41.60	115.92	30.67	
07 June 2023	18:59:48	 2 24.0831 	 N 	   48 28.2589 	 W 	 4.2 	 220.7 	 +  2.4014 	 - 48.4710 	  2 24.0822 	 N 	   48 28.2563 	 W 	 4.3 	 221.4 	 +  2.4014 	 - 48.4709 	 209.17	0.0	0.0	412.0	454.2	231.2		0.0	0.0	231.7	70.6	38.6	0.00000	30X	0.00000	30X	30.5564	 2 24.0822 	 N 	   48 28.2563 	 W 	 4.3 	 221.4 	 +  2.4014 	 - 48.4709 	 208.30	1012.03	4.0	297.0	5.0	90.7	28.6	74.0	1011.0	30.8352	4.9732	28.7799	67.72	93.84	159.04	30.59					
07 June 2023	19:04:48	 2 23.8164 	 N 	   48 28.4836 	 W 	 4.3 	 219.6 	 +  2.3969 	 - 48.4747 	  2 23.8162 	 N 	   48 28.4812 	 W 	 4.0 	 216.4 	 +  2.3969 	 - 48.4747 	 209.03	0.0	0.0	411.7	425.1	217.9		0.0	0.0	234.6	71.5	39.1	0.00000	30X	0.00000	30X	30.5347	 2 23.8162 	 N 	   48 28.4812 	 W 	 4.0 	 216.4 	 +  2.3969 	 - 48.4747 	 208.10	1012.03	6.0	286.0	7.1	97.0	28.5	72.0	1011.0	30.8014	4.8930	28.2726	68.28	94.16	179.60	30.55	48.36	35.68	126.56	30.77	
07 June 2023	19:09:48	 2 23.5471 	 N 	   48 28.7135 	 W 	 4.2 	 219.1 	 +  2.3925 	 - 48.4786 	  2 23.5453 	 N 	   48 28.7115 	 W 	 4.3 	 218.2 	 +  2.3924 	 - 48.4785 	 209.37	0.0	0.0	412.3	409.2	208.5		0.0	0.0	239.0	72.8	39.8	0.00000	30X	0.00000	30X	30.4526	 2 23.5453 	 N 	   48 28.7115 	 W 	 4.3 	 218.2 	 +  2.3924 	 - 48.4785 	 208.50	1012.03	4.0	294.0	5.1	89.0	28.6	73.0	1011.0	30.7900	4.8401	27.9669	71.52	93.16	185.72	30.54	55.48	32.28	141.16	30.75	
07 June 2023	19:14:48	 2 23.2757 	 N 	   48 28.9379 	 W 	 4.2 	 218.3 	 +  2.3879 	 - 48.4823 	  2 23.2736 	 N 	   48 28.9357 	 W 	 3.5 	 220.0 	 +  2.3879 	 - 48.4823 	 210.09	0.0	0.0	415.9	417.7	200.7		0.0	0.0	239.2	72.9	39.9	0.00000	30X	0.00000	30X	30.3421	 2 23.2736 	 N 	   48 28.9357 	 W 	 3.5 	 220.0 	 +  2.3879 	 - 48.4823 	 209.30	1012.03	6.0	304.0	5.7	111.3	28.6	72.0	1011.0	30.6487	4.7888	27.6656					58.16	38.04	143.76	30.62	
07 June 2023	19:19:48	 2 23.0060 	 N 	   48 29.1605 	 W 	 4.0 	 218.5 	 +  2.3834 	 - 48.4860 	  2 23.0038 	 N 	   48 29.1579 	 W 	 4.1 	 221.3 	 +  2.3834 	 - 48.4860 	 208.86	0.0	0.0	421.5	419.6	195.0		0.0	0.0	243.4	74.2	40.6	0.00000	30X	0.00000	30X	30.2425	 2 23.0038 	 N 	   48 29.1579 	 W 	 4.1 	 221.3 	 +  2.3834 	 - 48.4860 	 208.10	1011.90	3.0	314.0	3.4	85.5	28.6	71.0	1011.0	30.6452	4.7600	27.5578									
07 June 2023	19:24:48	 2 22.7359 	 N 	   48 29.3847 	 W 	 4.3 	 220.9 	 +  2.3789 	 - 48.4897 	  2 22.7336 	 N 	   48 29.3820 	 W 	 3.9 	 221.8 	 +  2.3789 	 - 48.4897 	 208.22	0.0	0.0	424.8	415.8	188.7		0.0	0.0	244.3	74.5	40.7	0.00000	30X	0.00000	30X	30.5200	 2 22.7336 	 N 	   48 29.3820 	 W 	 3.9 	 221.8 	 +  2.3789 	 - 48.4897 	 207.40	1011.95	7.0	322.0	5.4	131.6	28.6	71.0	1011.0	30.7310	4.7104	27.1165	74.68	92.24	202.60	30.49					
07 June 2023	19:29:48	 2 22.4628 	 N 	   48 29.6129 	 W 	 4.3 	 219.8 	 +  2.3744 	 - 48.4935 	  2 22.4615 	 N 	   48 29.6097 	 W 	 4.6 	 221.5 	 +  2.3744 	 - 48.4935 	 208.44	0.0	0.0	417.7	372.9	171.3		0.0	0.0	245.4	74.8	40.9	0.00000	30X	0.00000	30X	30.4170	 2 22.4615 	 N 	   48 29.6097 	 W 	 4.6 	 221.5 	 +  2.3744 	 - 48.4935 	 207.30	1011.91	4.0	312.0	4.2	96.0	28.6	71.0	1011.0	30.7117	4.6768	26.9241	80.04	101.92	211.24	30.48					
07 June 2023	19:34:48	 2 22.1863 	 N 	   48 29.8421 	 W 	 4.4 	 221.0 	 +  2.3698 	 - 48.4974 	  2 22.1855 	 N 	   48 29.8395 	 W 	 4.5 	 221.3 	 +  2.3698 	 - 48.4973 	 208.22	0.0	0.0	413.2	327.7	157.8		0.0	0.0	246.6	75.2	41.1	0.00000	30X	0.00000	30X	30.4953	 2 22.1855 	 N 	   48 29.8395 	 W 	 4.5 	 221.3 	 +  2.3698 	 - 48.4973 	 207.20	1011.94	5.0	290.0	6.3	93.2	28.6	71.0	1011.0	30.8038	4.6596	26.7774	81.68	98.40	213.48	30.55	67.84	37.16	157.00	30.76	
07 June 2023	19:39:48	 2 21.9082 	 N 	   48 30.0690 	 W 	 4.3 	 218.4 	 +  2.3651 	 - 48.5011 	  2 21.9080 	 N 	   48 30.0652 	 W 	 4.0 	 216.9 	 +  2.3651 	 - 48.5011 	 209.28	0.0	0.0	413.5	320.1	149.1		0.0	0.0	248.8	75.8	41.5	0.00000	30X	0.00000	30X	30.5497	 2 21.9080 	 N 	   48 30.0652 	 W 	 4.0 	 216.9 	 +  2.3651 	 - 48.5011 	 208.50	1011.94	5.0	284.0	6.4	90.6	28.8	71.0	1011.0	30.7580	4.5713	26.2461									
07 June 2023	19:44:49	 2 21.6295 	 N 	   48 30.2934 	 W 	 4.3 	 221.3 	 +  2.3605 	 - 48.5049 	  2 21.6288 	 N 	   48 30.2905 	 W 	 4.6 	 224.5 	 +  2.3605 	 - 48.5048 	 211.82	0.0	0.0	411.6	286.3	137.5		0.0	0.0	246.8	75.2	41.1	0.00000	30X	0.00000	30X	30.5508	 2 21.6288 	 N 	   48 30.2905 	 W 	 4.6 	 224.5 	 +  2.3605 	 - 48.5048 	 210.70	1011.79	6.0	305.0	5.8	112.9	28.6	71.0	1011.0	30.8167	4.5150	25.8431	81.64	99.12	246.40	30.57					
07 June 2023	19:49:49	 2 21.3613 	 N 	   48 30.5421 	 W 	 4.3 	 220.9 	 +  2.3560 	 - 48.5090 	  2 21.3608 	 N 	   48 30.5369 	 W 	 4.5 	 224.4 	 +  2.3560 	 - 48.5089 	 210.29	0.0	0.0	410.0	210.5	111.0		0.0	0.0	247.1	75.3	41.2	0.00000	30X	0.00000	30X	30.6368	 2 21.3608 	 N 	   48 30.5369 	 W 	 4.5 	 224.4 	 +  2.3560 	 - 48.5089 	 209.10	1011.73	5.0	303.0	5.3	102.8	28.7	71.0	1011.0	30.9074	4.4662	25.5044	104.48	106.28	259.00	30.65					
07 June 2023	19:54:49	 2 21.0890 	 N 	   48 30.7812 	 W 	 4.3 	 221.6 	 +  2.3515 	 - 48.5130 	  2 21.0883 	 N 	   48 30.7767 	 W 	 4.4 	 224.0 	 +  2.3515 	 - 48.5129 	 209.25	0.0	0.0	411.6	242.9	118.1		0.0	0.0	245.7	74.9	40.9	0.00000	30X	0.00000	30X	30.5815	 2 21.0883 	 N 	   48 30.7767 	 W 	 4.4 	 224.0 	 +  2.3515 	 - 48.5129 	 208.30	1011.67	5.0	293.0	6.0	96.9	28.7	72.0	1011.0	30.7766	4.3854	25.0121	106.20	105.92	272.88	30.56					
07 June 2023	19:59:49	 2 20.8151 	 N 	   48 31.0218 	 W 	 4.4 	 221.4 	 +  2.3469 	 - 48.5170 	  2 20.8128 	 N 	   48 31.0185 	 W 	 4.4 	 219.3 	 +  2.3469 	 - 48.5170 	 209.83	0.0	0.0	411.1	225.7	108.6		0.0	0.0	244.8	74.6	40.8	0.00000	30X	0.00000	30X	30.4838	 2 20.8128 	 N 	   48 31.0185 	 W 	 4.4 	 219.3 	 +  2.3469 	 - 48.5170 	 208.90	1011.66	4.0	308.0	4.5	95.0	28.6	71.0	1011.0	30.7513	4.3108	24.5751	128.72	118.08	284.56	30.54	128.20	34.24	213.56	30.76	
07 June 2023	20:04:49	 2 20.5366 	 N 	   48 31.2675 	 W 	 4.4 	 221.2 	 +  2.3423 	 - 48.5211 	  2 20.5354 	 N 	   48 31.2644 	 W 	 4.4 	 214.2 	 +  2.3423 	 - 48.5211 	 209.58	0.0	0.0	411.9	194.1	99.5		0.0	0.0	242.9	74.0	40.5	0.00000	30X	0.00000	30X	30.5813	 2 20.5354 	 N 	   48 31.2644 	 W 	 4.4 	 214.2 	 +  2.3423 	 - 48.5211 	 208.70	1011.66	5.0	319.0	4.3	111.7	28.6	71.0	1011.0	30.7976	4.2368	24.0855	159.84	126.88	305.72	30.55					
07 June 2023	20:09:49	 2 20.2641 	 N 	   48 31.5095 	 W 	 4.3 	 222.2 	 +  2.3377 	 - 48.5252 	  2 20.2635 	 N 	   48 31.5044 	 W 	 4.2 	 222.9 	 +  2.3377 	 - 48.5251 	 209.60	0.0	0.0	411.1	185.2	90.6		0.0	0.0	242.8	74.0	40.5	0.03769	30X	0.00000	30X	30.4010	 2 20.2635 	 N 	   48 31.5044 	 W 	 4.2 	 222.9 	 +  2.3377 	 - 48.5251 	 208.50	1011.66	6.0	286.0	7.2	98.2	28.7	72.0	1011.0	30.8810	4.1436	23.5001	219.24	140.60	339.56	30.56	225.68	33.40	246.28	30.74	
07 June 2023	20:14:49	 2 19.9948 	 N 	   48 31.7446 	 W 	 4.2 	 220.7 	 +  2.3332 	 - 48.5291 	  2 19.9932 	 N 	   48 31.7413 	 W 	 4.5 	 220.0 	 +  2.3332 	 - 48.5290 	 209.92	0.0	0.0	410.0	166.1	81.4		0.0	0.0	244.8	74.6	40.8	0.01325	30X	0.00000	30X	30.4896	 2 19.9932 	 N 	   48 31.7413 	 W 	 4.5 	 220.0 	 +  2.3332 	 - 48.5290 	 208.70	1011.66	4.0	286.0	5.6	86.3	28.6	71.0	1011.0	30.8790	3.9716	22.4074	259.24	163.76	362.20	30.60	298.64	30.64	265.12	30.80	
07 June 2023	20:19:49	 2 19.7177 	 N 	   48 31.9718 	 W 	 4.3 	 219.7 	 +  2.3286 	 - 48.5329 	  2 19.7154 	 N 	   48 31.9678 	 W 	 4.3 	 222.3 	 +  2.3286 	 - 48.5328 	 209.99	0.0	0.0	409.5	138.6	72.8		0.0	0.0	254.1	77.5	42.4	0.00000	30X	0.00000	30X	30.2619	 2 19.7154 	 N 	   48 31.9678 	 W 	 4.3 	 222.3 	 +  2.3286 	 - 48.5328 	 209.20	1011.66	6.0	284.0	7.2	96.4	28.6	70.0	1011.0	30.5990	3.8686	21.8659	331.16	224.28	393.44	30.37					
07 June 2023	20:24:50	 2 19.4350 	 N 	   48 32.2059 	 W 	 4.5 	 221.3 	 +  2.3239 	 - 48.5368 	  2 19.4330 	 N 	   48 32.2024 	 W 	 4.1 	 222.0 	 +  2.3239 	 - 48.5367 	 210.83	0.0	0.0	409.4	86.8	63.1		0.0	0.0	256.6	78.2	42.8	0.00000	30X	0.00000	30X	30.6783	 2 19.4330 	 N 	   48 32.2024 	 W 	 4.1 	 222.0 	 +  2.3239 	 - 48.5367 	 209.90	1011.66	5.0	275.0	7.1	85.7	28.6	70.0	1011.0	31.0110	4.0076	22.5501	284.44	152.44	347.48	30.76					
07 June 2023	20:29:50	 2 19.1490 	 N 	   48 32.4455 	 W 	 4.5 	 219.0 	 +  2.3191 	 - 48.5408 	  2 19.1468 	 N 	   48 32.4430 	 W 	 4.3 	 220.1 	 +  2.3191 	 - 48.5407 	 210.48	0.0	0.0	409.1	49.0	54.3		0.0	0.0	250.6	76.4	41.8	0.01873	30X	0.00000	30X	30.3685	 2 19.1468 	 N 	   48 32.4430 	 W 	 4.3 	 220.1 	 +  2.3191 	 - 48.5407 	 209.60	1011.42	5.0	257.0	7.9	74.5	28.7	72.0	1011.0	30.6660	3.8260	21.5661	340.96	181.96	393.48	30.44	409.64	30.96	285.28	30.65	
07 June 2023	20:34:50	 2 18.8603 	 N 	   48 32.6806 	 W 	 4.4 	 219.9 	 +  2.3143 	 - 48.5447 	  2 18.8599 	 N 	   48 32.6769 	 W 	 4.2 	 223.3 	 +  2.3143 	 - 48.5446 	 210.25	0.0	0.0	409.5	45.2	47.4		0.0	0.0	245.3	74.8	40.9	0.02031	30X	0.00000	30X	30.2413	 2 18.8599 	 N 	   48 32.6769 	 W 	 4.2 	 223.3 	 +  2.3143 	 - 48.5446 	 209.50	1011.42	6.0	273.0	7.8	88.6	28.8	73.0	1011.0	30.5583	3.7776	21.3140	384.72	201.00	412.20	30.31	462.60	32.92	299.28	30.50	
07 June 2023	20:39:50	 2 18.5708 	 N 	   48 32.9133 	 W 	 4.5 	 222.0 	 +  2.3095 	 - 48.5486 	  2 18.5682 	 N 	   48 32.9106 	 W 	 5.0 	 228.9 	 +  2.3095 	 - 48.5485 	 214.05	0.0	0.0	411.1	38.8	39.4		0.0	0.0	238.1	72.6	39.7	0.02563	30X	0.00000	30X	30.2046	 2 18.5682 	 N 	   48 32.9106 	 W 	 5.0 	 228.9 	 +  2.3095 	 - 48.5485 	 213.20	1011.42	6.0	290.0	6.8	102.5	28.7	72.0	1011.0	30.6205	3.7912	21.4010	453.56	233.52	420.80	30.34	584.80	31.68	297.76	30.53	
07 June 2023	20:44:50	 2 18.2955 	 N 	   48 33.1897 	 W 	 4.9 	 227.1 	 +  2.3049 	 - 48.5532 	  2 18.2948 	 N 	   48 33.1863 	 W 	 4.9 	 228.4 	 +  2.3049 	 - 48.5531 	 215.04	0.0	0.0	416.3	39.2	32.4		0.0	0.0	226.2	68.9	37.7	0.03015	30X	0.00000	30X	30.3328	 2 18.2948 	 N 	   48 33.1863 	 W 	 4.9 	 228.4 	 +  2.3049 	 - 48.5531 	 214.20	1011.42	5.0	276.0	7.4	89.6	28.7	72.0	1011.0	30.6079	3.7670	21.1685	361.56	201.60	404.40	30.37	478.00	34.36	294.16	30.58	
07 June 2023	20:49:50	 2 18.0139 	 N 	   48 33.4805 	 W 	 4.8 	 225.7 	 +  2.3002 	 - 48.5580 	  2 18.0125 	 N 	   48 33.4766 	 W 	 4.9 	 227.3 	 +  2.3002 	 - 48.5579 	 215.28	0.0	0.0	420.2	40.0	26.6		0.0	0.0	209.9	64.0	35.0	0.03015	30X	0.00000	30X	30.3776	 2 18.0125 	 N 	   48 33.4766 	 W 	 4.9 	 227.3 	 +  2.3002 	 - 48.5579 	 214.30	1011.42	4.0	258.0	7.4	75.6	28.6	72.0	1011.0	30.7143	3.7390	21.0311	342.24	203.32	403.48	30.48	478.80	33.68	293.88	30.69	
07 June 2023	20:54:50	 2 17.7290 	 N 	   48 33.7704 	 W 	 4.8 	 226.5 	 +  2.2955 	 - 48.5628 	  2 17.7273 	 N 	   48 33.7656 	 W 	 4.9 	 225.1 	 +  2.2955 	 - 48.5628 	 214.77	0.0	0.0	421.4	33.7	21.2		0.0	0.0	191.4	58.4	31.9	0.02634	30X	0.00000	30X	30.4449	 2 17.7273 	 N 	   48 33.7656 	 W 	 4.9 	 225.1 	 +  2.2955 	 - 48.5628 	 214.60	1011.73	4.0	286.0	6.0	88.0	28.6	72.0	1011.0	30.5805	3.6769	20.6390	430.72	225.36	424.60	30.39	536.40	32.64	308.28	30.60	
07 June 2023	20:59:50	 2 17.4417 	 N 	   48 34.0594 	 W 	 4.9 	 225.3 	 +  2.2907 	 - 48.5677 	  2 17.4396 	 N 	   48 34.0552 	 W 	 5.0 	 224.2 	 +  2.2907 	 - 48.5676 	 214.65	0.0	0.0	428.3	34.1	16.7		0.0	0.0	176.4	53.8	29.4	0.02222	30X	0.00000	30X	30.1996	 2 17.4396 	 N 	   48 34.0552 	 W 	 5.0 	 224.2 	 +  2.2907 	 - 48.5676 	 214.00	1011.81	4.0	283.0	6.2	85.2	28.7	72.0	1011.0	30.4995	3.6405	20.4820					632.40	35.08	332.04	30.44	
07 June 2023	21:04:50	 2 17.1498 	 N 	   48 34.3526 	 W 	 4.9 	 226.9 	 +  2.2858 	 - 48.5725 	  2 17.1485 	 N 	   48 34.3482 	 W 	 5.1 	 223.5 	 +  2.2858 	 - 48.5725 	 215.89	0.0	0.0	419.2	16.6	12.8		0.0	0.0	162.8	49.6	27.1	0.00000	30X	0.00000	30X	30.1881	 2 17.1485 	 N 	   48 34.3482 	 W 	 5.1 	 223.5 	 +  2.2858 	 - 48.5725 	 214.70	1011.81	6.0	289.0	7.3	101.9	28.5	72.0	1011.0	30.5097	3.6270	20.3643	578.80	255.40	458.92	30.26					
