Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1
Date	Time	GPS1 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	GPS2 Lat	Dir	Lon	Dir	SOG Knots	COG Deg. True	Lat Dec. Deg.	Lon Dec. Deg.	Gyro	Water Speed F/A Spd. Knots	P/S Spd. Knots	PIR w/m^2	PSP w/m^2	TUV w/m^2	Rain Gauge Cond. Code	Inst. Precip. mm/hr	Accum. Precip. mm	Depth Feet	Meters	Fathoms	Fluorometer Reading Volts	Gain	DisOrgMat Reading Volts	Gain	SBTemp Degrees C	POSMV Lat	Dir	Lon	Dir	SOG Knots	COG Degrees T	Lat Dec. Deg.	Lon Dec. Deg.	POSMV Heading Degrees T	RM Young Barometer mb	Stbd RM Young Winds Rel. Wind Spd. Knots	Rel. Wind Dir. Degrees	True Wind Spd. Knots	True Wind Dir. Degrees	Port RM Young Met Air Temp. Degrees C	Rel. Humid. %	Baro. Press. mb	MicroTSG1 Temperature Degrees C	 Conductivity Seimens	 Salinity PSU	Turner C3 Primary Chl-a	 C3 Primary PE	 C3 Primary CDOM	 C3 Primary Temp C	Turner C3 Secondary Chl-a	 C3 Secondary PE	 C3 Secondary CDOM	 C3 Secondary Temp C	
02 June 2023	09:22:13	 6 12.7800 	 N 	   54 58.5985 	 W 	 8.7 	 91.2 	 +  6.2130 	 - 54.9766 	  6 12.7832 	 N 	   54 58.5991 	 W 	 8.6 	 93.3 	 +  6.2131 	 - 54.9767 	 99.64	0.0	0.0	418.7	2.3	2.5		0.0	0.0	82.0	25.0	13.7	0.04126	30X	0.00000	30X	28.1019	 6 12.7832 	 N 	   54 58.5991 	 W 	 8.6 	 93.3 	 +  6.2131 	 - 54.9767 	 99.20	1010.81	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.3899	5.4352	33.4161					265.40	126.88	94.36	28.36	
02 June 2023	09:27:13	 6 12.7607 	 N 	   54 57.8714 	 W 	 8.7 	 91.6 	 +  6.2127 	 - 54.9645 	  6 12.7641 	 N 	   54 57.8698 	 W 	 8.8 	 92.7 	 +  6.2127 	 - 54.9645 	 99.95	0.0	0.0	426.0	4.8	4.1		0.0	0.0	0.0	0.0	0.0	0.01730	30X	0.00000	30X	28.1195	 6 12.7641 	 N 	   54 57.8698 	 W 	 8.8 	 92.7 	 +  6.2127 	 - 54.9645 	 99.20	1010.81	21.0	329.0	15.1	89.2	27.3	84.0	1010.0	28.4164	5.4282	33.3480					256.80	121.44	90.40	28.38	
02 June 2023	09:32:13	 6 12.7369 	 N 	   54 57.1398 	 W 	 8.7 	 91.5 	 +  6.2123 	 - 54.9523 	  6 12.7405 	 N 	   54 57.1395 	 W 	 8.7 	 94.7 	 +  6.2123 	 - 54.9523 	 100.43	0.0	0.0	433.6	9.1	6.1		0.0	0.0	0.0	0.0	0.0	0.00238	30X	0.00000	30X	28.0961	 6 12.7405 	 N 	   54 57.1395 	 W 	 8.7 	 94.7 	 +  6.2123 	 - 54.9523 	 99.50	1010.81	21.0	329.0	15.1	89.2	27.3	84.0	1010.0	28.3951	5.4190	33.3037	319.32	201.76	76.64	28.17	267.20	141.72	97.64	28.36	
02 June 2023	09:37:13	 6 12.7112 	 N 	   54 56.4053 	 W 	 8.8 	 92.2 	 +  6.2119 	 - 54.9401 	  6 12.7141 	 N 	   54 56.4059 	 W 	 8.8 	 92.1 	 +  6.2119 	 - 54.9401 	 100.36	0.0	0.0	428.2	15.8	9.4		0.0	0.0	102.4	31.2	17.1	0.00000	30X	0.00000	30X	28.0259	 6 12.7141 	 N 	   54 56.4059 	 W 	 8.8 	 92.1 	 +  6.2119 	 - 54.9401 	 99.30	1011.08	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.3339	5.4128	33.2991									
02 June 2023	09:42:13	 6 12.6814 	 N 	   54 55.6679 	 W 	 8.9 	 92.7 	 +  6.2114 	 - 54.9278 	  6 12.6838 	 N 	   54 55.6658 	 W 	 8.7 	 93.6 	 +  6.2114 	 - 54.9278 	 100.41	0.0	0.0	415.3	21.8	14.7		0.0	0.0	96.2	29.3	16.0	0.01270	30X	0.00000	30X	27.9518	 6 12.6838 	 N 	   54 55.6658 	 W 	 8.7 	 93.6 	 +  6.2114 	 - 54.9278 	 99.70	1011.08	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.2477	5.4005	33.2799									
02 June 2023	09:47:14	 6 12.6472 	 N 	   54 54.9269 	 W 	 8.9 	 92.8 	 +  6.2108 	 - 54.9154 	  6 12.6488 	 N 	   54 54.9254 	 W 	 8.4 	 97.4 	 +  6.2108 	 - 54.9154 	 99.89	0.0	0.0	409.4	21.4	19.7		0.0	0.0	84.3	25.7	14.1	0.00000	30X	0.00000	30X	27.9298	 6 12.6488 	 N 	   54 54.9254 	 W 	 8.4 	 97.4 	 +  6.2108 	 - 54.9154 	 99.70	1011.08	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.2172	5.3934	33.2458					240.68	128.76	99.84	28.19	
02 June 2023	09:52:14	 6 12.6080 	 N 	   54 54.1815 	 W 	 8.9 	 92.8 	 +  6.2101 	 - 54.9030 	  6 12.6108 	 N 	   54 54.1826 	 W 	 9.0 	 93.7 	 +  6.2102 	 - 54.9030 	 99.78	0.0	0.0	410.5	27.4	24.6		0.0	0.0	85.8	26.1	14.3	0.00563	30X	0.00000	30X	27.9261	 6 12.6108 	 N 	   54 54.1826 	 W 	 9.0 	 93.7 	 +  6.2102 	 - 54.9030 	 99.10	1011.08	21.0	329.0	15.1	89.2	27.1	84.0	1010.0	28.2312	5.4191	33.3895	235.28	175.48	69.20	28.01	181.00	111.60	86.44	28.20	
02 June 2023	09:57:14	 6 12.5688 	 N 	   54 53.4388 	 W 	 8.9 	 93.2 	 +  6.2095 	 - 54.8906 	  6 12.5720 	 N 	   54 53.4397 	 W 	 8.8 	 91.9 	 +  6.2095 	 - 54.8907 	 99.63	0.0	0.0	411.1	42.2	29.1		0.0	0.0	156.7	47.8	26.1	0.02991	30X	0.00000	30X	27.9405	 6 12.5720 	 N 	   54 53.4397 	 W 	 8.8 	 91.9 	 +  6.2095 	 - 54.8907 	 99.00	1011.08	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.2247	5.4352	33.5299					155.96	128.20	82.28	28.19	
02 June 2023	10:02:14	 6 12.5280 	 N 	   54 52.6935 	 W 	 8.9 	 93.2 	 +  6.2088 	 - 54.8782 	  6 12.5304 	 N 	   54 52.6928 	 W 	 8.8 	 94.9 	 +  6.2088 	 - 54.8782 	 99.84	0.0	0.0	412.8	52.9	35.0		0.0	0.0	141.8	43.2	23.6	0.01690	30X	0.00000	30X	27.9234	 6 12.5304 	 N 	   54 52.6928 	 W 	 8.8 	 94.9 	 +  6.2088 	 - 54.8782 	 99.20	1011.08	21.0	329.0	15.1	89.2	27.1	84.0	1010.0	28.2448	5.4513	33.6245									
02 June 2023	10:07:14	 6 12.4825 	 N 	   54 51.9471 	 W 	 8.9 	 93.9 	 +  6.2080 	 - 54.8658 	  6 12.4856 	 N 	   54 51.9478 	 W 	 9.2 	 93.1 	 +  6.2081 	 - 54.8658 	 99.48	0.0	0.0	422.8	75.4	39.8		0.0	0.0	85.4	26.0	14.2	0.03452	30X	0.00000	30X	27.8530	 6 12.4856 	 N 	   54 51.9478 	 W 	 9.2 	 93.1 	 +  6.2081 	 - 54.8658 	 98.90	1011.08	21.0	329.0	15.1	89.2	27.2	84.0	1010.0	28.1525	5.4790	33.8854					142.72	114.92	74.92	28.12	
02 June 2023	10:12:14	 6 12.4367 	 N 	   54 51.2016 	 W 	 8.9 	 93.3 	 +  6.2073 	 - 54.8534 	  6 12.4391 	 N 	   54 51.2020 	 W 	 8.9 	 93.3 	 +  6.2073 	 - 54.8534 	 100.06	0.0	0.0	432.4	173.5	46.4		0.0	0.0	86.1	26.2	14.3	0.00000	30X	0.00000	30X	27.8555	 6 12.4391 	 N 	   54 51.2020 	 W 	 8.9 	 93.3 	 +  6.2073 	 - 54.8534 	 99.60	1011.08	21.0	329.0	15.1	89.2	27.3	84.0	1011.0	28.1433	5.4844	33.9328					130.52	123.84	76.12	28.11	
02 June 2023	10:17:14	 6 12.3885 	 N 	   54 50.4574 	 W 	 8.9 	 94.1 	 +  6.2065 	 - 54.8410 	  6 12.3902 	 N 	   54 50.4565 	 W 	 8.7 	 96.0 	 +  6.2065 	 - 54.8409 	 100.13	0.0	0.0	430.0	201.8	56.7		0.0	0.0	108.2	33.0	18.0	0.00881	30X	0.00000	30X	27.8398	 6 12.3902 	 N 	   54 50.4565 	 W 	 8.8 	 97.2 	 +  6.2065 	 - 54.8409 	 99.50	1011.08	21.0	329.0	15.1	89.2	27.4	83.0	1011.0	28.1405	5.4927	33.9900					118.48	127.28	71.20	28.10	
02 June 2023	10:22:14	 6 12.3398 	 N 	   54 49.7114 	 W 	 8.9 	 94.1 	 +  6.2057 	 - 54.8285 	  6 12.3410 	 N 	   54 49.7115 	 W 	 8.9 	 93.5 	 +  6.2057 	 - 54.8285 	 100.12	0.0	0.0	425.6	105.7	58.1		0.0	0.0	88.5	27.0	14.8	0.01143	30X	0.00000	30X	27.8059	 6 12.3410 	 N 	   54 49.7115 	 W 	 8.9 	 93.5 	 +  6.2057 	 - 54.8285 	 99.60	1011.08	21.0	329.0	15.1	89.2	27.3	83.0	1011.0	28.1028	5.5028	34.0837					133.04	126.72	65.84	28.07	
02 June 2023	10:27:14	 6 12.2897 	 N 	   54 48.9647 	 W 	 8.9 	 93.9 	 +  6.2048 	 - 54.8161 	  6 12.2918 	 N 	   54 48.9656 	 W 	 8.8 	 93.2 	 +  6.2049 	 - 54.8161 	 99.75	0.0	0.0	428.5	114.9	64.9		0.0	0.0	84.2	25.7	14.0	0.01277	30X	0.00000	30X	27.7697	 6 12.2918 	 N 	   54 48.9656 	 W 	 8.8 	 93.2 	 +  6.2049 	 - 54.8161 	 99.40	1011.68	21.0	329.0	15.1	89.2	27.2	84.0	1011.0	28.0431	5.5161	34.2356					129.60	135.52	66.96	28.02	
02 June 2023	10:32:14	 6 12.2514 	 N 	   54 48.2104 	 W 	 9.1 	 91.6 	 +  6.2042 	 - 54.8035 	  6 12.2541 	 N 	   54 48.2088 	 W 	 9.1 	 94.7 	 +  6.2042 	 - 54.8035 	 100.11	0.0	0.0	429.2	114.6	67.8		0.0	0.0	123.9	37.8	20.6	0.00817	30X	0.00000	30X	27.8855	 6 12.2541 	 N 	   54 48.2088 	 W 	 9.1 	 94.7 	 +  6.2042 	 - 54.8035 	 99.50	1011.68	21.0	329.0	15.1	89.2	27.1	84.0	1011.0	28.1737	5.4764	33.8857					141.60	126.24	77.48	28.14	
02 June 2023	10:37:14	 6 12.2308 	 N 	   54 47.4416 	 W 	 9.2 	 91.0 	 +  6.2038 	 - 54.7907 	  6 12.2329 	 N 	   54 47.4408 	 W 	 9.3 	 93.9 	 +  6.2039 	 - 54.7907 	 100.50	0.0	0.0	433.7	117.2	67.6		0.0	0.0	123.2	37.6	20.5	0.01468	30X	0.00000	30X	27.9486	 6 12.2329 	 N 	   54 47.4408 	 W 	 9.3 	 93.9 	 +  6.2039 	 - 54.7907 	 99.50	1011.75	21.0	329.0	15.1	89.2	27.1	84.0	1011.0	28.2431	5.4291	33.4747	207.28	167.00	70.04	28.01					
02 June 2023	10:42:14	 6 12.2123 	 N 	   54 46.6645 	 W 	 9.3 	 91.5 	 +  6.2035 	 - 54.7777 	  6 12.2147 	 N 	   54 46.6639 	 W 	 9.2 	 91.0 	 +  6.2036 	 - 54.7777 	 99.77	0.0	0.0	435.1	150.4	77.1		0.0	0.0	82.6	25.2	13.8	0.01746	30X	0.00000	30X	27.9376	 6 12.2147 	 N 	   54 46.6639 	 W 	 9.2 	 91.0 	 +  6.2036 	 - 54.7777 	 99.40	1011.75	21.0	329.0	15.1	89.2	27.1	84.0	1011.0	28.2397	5.4357	33.5158					173.64	121.44	87.48	28.20	
02 June 2023	10:47:15	 6 12.1898 	 N 	   54 45.8830 	 W 	 9.4 	 91.6 	 +  6.2032 	 - 54.7647 	  6 12.1924 	 N 	   54 45.8799 	 W 	 9.1 	 92.3 	 +  6.2032 	 - 54.7647 	 100.45	0.0	0.0	428.6	330.2	116.5		0.0	0.0	92.1	28.1	15.3	0.00222	30X	0.00000	30X	28.0578	 6 12.1924 	 N 	   54 45.8799 	 W 	 9.1 	 92.3 	 +  6.2032 	 - 54.7647 	 99.80	1011.75	21.0	329.0	15.1	89.2	27.3	84.0	1011.0	28.3282	5.4862	33.8200					133.00	116.60	81.88	28.30	
02 June 2023	10:52:15	 6 12.1662 	 N 	   54 45.0963 	 W 	 9.4 	 91.7 	 +  6.2028 	 - 54.7516 	  6 12.1694 	 N 	   54 45.0947 	 W 	 9.4 	 90.1 	 +  6.2028 	 - 54.7516 	 100.22	0.0	0.0	421.4	329.2	132.3		0.0	0.0	83.1	25.3	13.8	0.00579	30X	0.00000	30X	28.1739	 6 12.1694 	 N 	   54 45.0947 	 W 	 9.4 	 90.1 	 +  6.2028 	 - 54.7516 	 99.80	1011.75	21.0	329.0	15.1	89.2	27.4	83.0	1011.0	28.4473	5.4810	33.6936									
02 June 2023	10:57:15	 6 12.1459 	 N 	   54 44.3100 	 W 	 9.3 	 91.5 	 +  6.2024 	 - 54.7385 	  6 12.1490 	 N 	   54 44.3090 	 W 	 9.6 	 88.7 	 +  6.2025 	 - 54.7385 	 99.53	0.0	0.0	416.9	304.8	137.9		0.0	0.0	82.3	25.1	13.7	0.01936	30X	0.00000	30X	28.3357	 6 12.1490 	 N 	   54 44.3090 	 W 	 9.6 	 88.7 	 +  6.2025 	 - 54.7385 	 98.90	1011.75	21.0	329.0	15.1	89.2	27.5	82.0	1011.0	28.6062	5.4915	33.6530									
02 June 2023	11:02:15	 6 12.1286 	 N 	   54 43.5292 	 W 	 9.3 	 91.3 	 +  6.2021 	 - 54.7255 	  6 12.1320 	 N 	   54 43.5288 	 W 	 9.2 	 93.7 	 +  6.2022 	 - 54.7255 	 100.71	0.0	0.0	408.9	295.3	142.9		0.0	0.0	134.2	40.9	22.4	0.02571	30X	0.00000	30X	28.3556	 6 12.1320 	 N 	   54 43.5288 	 W 	 9.2 	 93.7 	 +  6.2022 	 - 54.7255 	 100.00	1011.76	21.0	329.0	15.1	89.2	27.5	82.0	1011.0	28.6534	5.4947	33.6277					166.72	173.96	79.56	28.61	
02 June 2023	11:07:15	 6 12.1119 	 N 	   54 42.7519 	 W 	 9.3 	 91.4 	 +  6.2019 	 - 54.7125 	  6 12.1150 	 N 	   54 42.7497 	 W 	 9.6 	 91.3 	 +  6.2019 	 - 54.7125 	 100.14	0.0	0.0	406.7	314.3	153.5		0.0	0.0	94.5	28.8	15.8	0.04475	30X	0.00000	30X	28.2718	 6 12.1150 	 N 	   54 42.7497 	 W 	 9.6 	 91.3 	 +  6.2019 	 - 54.7125 	 99.30	1011.76	21.0	329.0	15.1	89.2	27.6	81.0	1011.0	28.5806	5.5169	33.8367									
02 June 2023	11:12:15	 6 12.0970 	 N 	   54 41.9739 	 W 	 9.2 	 90.4 	 +  6.2016 	 - 54.6996 	  6 12.1001 	 N 	   54 41.9734 	 W 	 9.1 	 89.9 	 +  6.2017 	 - 54.6996 	 99.88	0.0	0.0	405.6	331.6	162.6		0.0	0.0	83.3	25.4	13.9	0.02388	30X	0.00000	30X	28.0591	 6 12.1001 	 N 	   54 41.9734 	 W 	 9.1 	 89.9 	 +  6.2017 	 - 54.6996 	 99.40	1011.76	21.0	329.0	15.1	89.2	27.5	79.0	1011.0	28.3861	5.4174	33.4206									
02 June 2023	11:17:15	 6 12.0576 	 N 	   54 41.2008 	 W 	 9.2 	 103.1 	 +  6.2010 	 - 54.6867 	  6 12.0601 	 N 	   54 41.1991 	 W 	 9.3 	 101.8 	 +  6.2010 	 - 54.6867 	 110.13	0.0	0.0	403.9	356.7	172.1		0.0	0.0	153.4	46.8	25.6	0.00000	30X	0.00000	30X	28.1156	 6 12.0601 	 N 	   54 41.1991 	 W 	 9.3 	 101.8 	 +  6.2010 	 - 54.6867 	 109.30	1011.76	21.0	329.0	15.1	89.2	27.7	78.0	1010.0	28.4056	5.4546	33.5437	257.32	224.00	64.16	28.18					
02 June 2023	11:22:15	 6 12.0529 	 N 	   54 40.4226 	 W 	 9.4 	 86.9 	 +  6.2009 	 - 54.6737 	  6 12.0556 	 N 	   54 40.4203 	 W 	 9.4 	 86.2 	 +  6.2009 	 - 54.6737 	 95.02	0.0	0.0	403.4	360.7	183.1		0.0	0.0	89.5	27.3	14.9	0.00000	30X	0.00000	30X	28.1539	 6 12.0556 	 N 	   54 40.4203 	 W 	 9.4 	 86.2 	 +  6.2009 	 - 54.6737 	 94.40	1011.76	21.0	329.0	15.1	89.2	27.6	77.0	1011.0	28.4447	5.4151	33.2445									
02 June 2023	11:27:16	 6 12.1089 	 N 	   54 39.6343 	 W 	 9.6 	 82.4 	 +  6.2018 	 - 54.6606 	  6 12.1111 	 N 	   54 39.6319 	 W 	 9.6 	 81.4 	 +  6.2019 	 - 54.6605 	 89.90	0.0	0.0	404.4	377.0	193.7		0.0	0.0	97.4	29.7	16.2	0.00000	30X	0.00000	30X	28.1990	 6 12.1111 	 N 	   54 39.6319 	 W 	 9.6 	 81.4 	 +  6.2019 	 - 54.6605 	 89.20	1011.58	21.0	329.0	15.1	89.2	27.7	78.0	1011.0	28.4859	5.4132	33.1969	230.16	197.16	74.84	28.26	201.12	199.88	85.40	28.45	
02 June 2023	11:32:16	 6 12.2169 	 N 	   54 38.8402 	 W 	 9.5 	 82.2 	 +  6.2036 	 - 54.6473 	  6 12.2200 	 N 	   54 38.8370 	 W 	 9.6 	 81.8 	 +  6.2037 	 - 54.6473 	 89.46	0.0	0.0	403.9	400.3	204.4		0.0	0.0	99.9	30.4	16.6	0.00000	30X	0.00000	30X	28.2039	 6 12.2200 	 N 	   54 38.8370 	 W 	 9.6 	 81.8 	 +  6.2037 	 - 54.6473 	 88.80	1011.60	21.0	329.0	15.1	89.2	27.7	78.0	1011.0	28.4918	5.4176	33.2138	248.84	194.40	79.64	28.26					
02 June 2023	11:37:16	 6 12.3044 	 N 	   54 38.0425 	 W 	 9.5 	 88.4 	 +  6.2051 	 - 54.6340 	  6 12.3083 	 N 	   54 38.0431 	 W 	 9.5 	 89.3 	 +  6.2051 	 - 54.6341 	 95.08	0.0	0.0	403.4	283.0	182.1		0.0	0.0	103.8	31.6	17.3	0.04753	30X	0.00000	30X	28.1888	 6 12.3083 	 N 	   54 38.0431 	 W 	 9.5 	 89.3 	 +  6.2051 	 - 54.6341 	 94.40	1011.60	21.0	329.0	15.1	89.2	27.6	77.0	1011.0	28.4822	5.4273	33.2877	293.04	209.92	70.56	28.25	217.48	230.44	87.12	28.44	
02 June 2023	11:42:16	 6 12.3264 	 N 	   54 37.2484 	 W 	 9.4 	 88.4 	 +  6.2054 	 - 54.6208 	  6 12.3293 	 N 	   54 37.2497 	 W 	 9.5 	 88.0 	 +  6.2055 	 - 54.6208 	 95.06	0.0	0.0	404.1	454.0	226.3		0.0	0.0	84.8	25.9	14.1	0.02674	30X	0.00000	30X	28.1214	 6 12.3293 	 N 	   54 37.2497 	 W 	 9.5 	 88.0 	 +  6.2055 	 - 54.6208 	 94.40	1011.60	21.0	329.0	15.1	89.2	27.7	78.0	1011.0	28.4371	5.4516	33.4881	240.08	217.88	68.68	28.20					
02 June 2023	11:47:16	 6 12.3471 	 N 	   54 36.4613 	 W 	 9.3 	 88.9 	 +  6.2058 	 - 54.6077 	  6 12.3493 	 N 	   54 36.4611 	 W 	 9.4 	 88.7 	 +  6.2058 	 - 54.6077 	 95.26	0.0	0.0	403.7	485.0	238.5		0.0	0.0	92.1	28.1	15.3	0.00000	30X	0.00000	30X	28.0631	 6 12.3493 	 N 	   54 36.4611 	 W 	 9.4 	 88.7 	 +  6.2058 	 - 54.6077 	 94.60	1011.60	21.0	329.0	15.1	89.2	27.6	77.0	1011.0	28.3681	5.4704	33.6763					181.44	240.48	70.48	28.34	
02 June 2023	11:52:16	 6 12.3610 	 N 	   54 35.6766 	 W 	 9.3 	 88.9 	 +  6.2060 	 - 54.5946 	  6 12.3644 	 N 	   54 35.6781 	 W 	 9.3 	 89.3 	 +  6.2061 	 - 54.5946 	 94.97	0.0	0.0	404.3	503.4	248.6		0.0	0.0	94.8	28.9	15.8	0.01762	30X	0.00000	30X	27.9875	 6 12.3644 	 N 	   54 35.6781 	 W 	 9.3 	 89.3 	 +  6.2061 	 - 54.5946 	 94.30	1011.60	21.0	329.0	15.1	89.2	27.7	77.0	1011.0	28.2904	5.4644	33.6893	227.28	190.36	66.52	28.06					
02 June 2023	11:57:16	 6 12.3735 	 N 	   54 34.8945 	 W 	 9.3 	 89.9 	 +  6.2062 	 - 54.5816 	  6 12.3765 	 N 	   54 34.8933 	 W 	 9.4 	 90.2 	 +  6.2063 	 - 54.5816 	 94.94	0.0	0.0	403.1	525.5	260.7		0.0	0.0	154.9	47.2	25.8	0.04102	30X	0.00000	30X	27.9857	 6 12.3765 	 N 	   54 34.8933 	 W 	 9.4 	 90.2 	 +  6.2063 	 - 54.5816 	 94.30	1011.60	21.0	329.0	15.1	89.2	27.7	78.0	1011.0	28.2704	5.4529	33.6379									
02 June 2023	12:02:16	 6 12.3608 	 N 	   54 34.1119 	 W 	 9.3 	 101.7 	 +  6.2060 	 - 54.5685 	  6 12.3631 	 N 	   54 34.1114 	 W 	 9.3 	 101.6 	 +  6.2061 	 - 54.5685 	 105.94	0.0	0.0	401.7	557.1	269.6		0.0	0.0	83.7	25.5	13.9	0.03555	30X	0.00000	30X	27.9511	 6 12.3631 	 N 	   54 34.1114 	 W 	 9.3 	 101.6 	 +  6.2061 	 - 54.5685 	 105.40	1012.01	21.0	329.0	15.1	89.2	27.6	77.0	1011.0	28.2443	5.4531	33.6685	153.84	156.60	67.44	28.02					
02 June 2023	12:07:16	 6 12.2096 	 N 	   54 33.3562 	 W 	 9.2 	 100.6 	 +  6.2035 	 - 54.5559 	  6 12.2133 	 N 	   54 33.3564 	 W 	 9.1 	 100.9 	 +  6.2036 	 - 54.5559 	 105.67	0.0	0.0	402.0	568.7	279.3		0.0	0.0	115.9	35.3	19.3	0.00000	30X	0.00000	30X	27.9228	 6 12.2133 	 N 	   54 33.3564 	 W 	 9.1 	 100.9 	 +  6.2036 	 - 54.5559 	 105.20	1012.01	21.0	329.0	15.1	89.2	27.6	78.0	1011.0	28.2200	5.4474	33.6404					126.80	117.52	80.76	28.19	
02 June 2023	12:12:16	 6 12.3203 	 N 	   54 32.6231 	 W 	 9.7 	 54.7 	 +  6.2053 	 - 54.5437 	  6 12.3231 	 N 	   54 32.6229 	 W 	 9.7 	 54.4 	 +  6.2054 	 - 54.5437 	 61.97	0.0	0.0	403.3	567.4	291.8		0.0	0.0	154.5	47.1	25.8	0.00000	30X	0.00000	30X	27.9475	 6 12.3231 	 N 	   54 32.6229 	 W 	 9.7 	 54.4 	 +  6.2054 	 - 54.5437 	 61.30	1012.01	21.0	329.0	15.1	89.2	27.4	78.0	1011.0	28.2346	5.4446	33.6039					114.68	112.84	76.60	28.20	
02 June 2023	12:17:17	 6 12.7820 	 N 	   54 31.9519 	 W 	 9.7 	 56.3 	 +  6.2130 	 - 54.5325 	  6 12.7843 	 N 	   54 31.9530 	 W 	 9.7 	 56.6 	 +  6.2131 	 - 54.5325 	 62.41	0.0	0.0	404.0	591.4	303.8		0.0	0.0	150.9	46.0	25.2	0.01635	30X	0.00000	30X	27.9666	 6 12.7843 	 N 	   54 31.9530 	 W 	 9.7 	 56.6 	 +  6.2131 	 - 54.5325 	 61.80	1012.13	21.0	329.0	15.1	89.2	27.4	79.0	1011.0	28.2668	5.5425	34.2548									
02 June 2023	12:22:17	 6 13.2270 	 N 	   54 31.2689 	 W 	 9.7 	 56.1 	 +  6.2205 	 - 54.5211 	  6 13.2308 	 N 	   54 31.2685 	 W 	 9.7 	 56.4 	 +  6.2205 	 - 54.5211 	 62.36	0.0	0.0	405.0	631.4	319.4		0.0	0.0	84.8	25.8	14.1	0.00706	30X	0.00000	30X	27.9845	 6 13.2308 	 N 	   54 31.2685 	 W 	 9.7 	 56.4 	 +  6.2205 	 - 54.5211 	 61.70	1012.13	21.0	329.0	15.1	89.2	27.4	78.0	1011.0	28.3117	5.5622	34.3554	124.96	138.48	54.16	28.09					
02 June 2023	12:27:17	 6 13.6794 	 N 	   54 30.5844 	 W 	 9.7 	 58.0 	 +  6.2280 	 - 54.5097 	  6 13.6827 	 N 	   54 30.5886 	 W 	 9.8 	 59.0 	 +  6.2280 	 - 54.5098 	 62.17	0.0	0.0	404.4	652.8	330.7		0.0	0.0	119.1	36.3	19.9	0.01214	30X	0.00000	30X	28.0204	 6 13.6827 	 N 	   54 30.5886 	 W 	 9.8 	 59.0 	 +  6.2280 	 - 54.5098 	 61.40	1012.13	21.0	329.0	15.1	89.2	27.4	79.0	1011.0	28.2953	5.5421	34.1165									
02 June 2023	12:32:17	 6 13.9623 	 N 	   54 29.8529 	 W 	 9.6 	 92.1 	 +  6.2327 	 - 54.4975 	  6 13.9648 	 N 	   54 29.8560 	 W 	 9.6 	 92.7 	 +  6.2327 	 - 54.4976 	 94.97	0.0	0.0	404.5	662.8	345.2		0.0	0.0	134.9	41.1	22.5	0.03944	30X	0.00000	30X	28.0231	 6 13.9648 	 N 	   54 29.8560 	 W 	 9.6 	 92.7 	 +  6.2327 	 - 54.4976 	 94.30	1012.13	21.0	329.0	15.1	89.2	27.7	78.0	1011.0	28.3141	5.5489	34.2526									
02 June 2023	12:37:17	 6 13.9380 	 N 	   54 29.0517 	 W 	 9.5 	 91.8 	 +  6.2323 	 - 54.4842 	  6 13.9405 	 N 	   54 29.0513 	 W 	 9.6 	 91.6 	 +  6.2323 	 - 54.4842 	 94.65	0.0	0.0	405.9	667.0	344.6		0.0	0.0	144.8	44.1	24.1	0.04729	30X	0.00000	30X	28.0089	 6 13.9405 	 N 	   54 29.0513 	 W 	 9.6 	 91.6 	 +  6.2323 	 - 54.4842 	 94.00	1012.29	21.0	329.0	15.1	89.2	27.9	77.0	1011.0	28.3098	5.5697	34.3964					95.72	116.36	55.00	28.27	
02 June 2023	12:42:17	 6 13.9158 	 N 	   54 28.2556 	 W 	 9.4 	 91.7 	 +  6.2319 	 - 54.4709 	  6 13.9186 	 N 	   54 28.2544 	 W 	 9.5 	 91.4 	 +  6.2320 	 - 54.4709 	 95.25	0.0	0.0	409.8	630.0	315.8		0.0	0.0	163.4	49.8	27.2	0.04848	30X	0.00000	30X	27.9782	 6 13.9186 	 N 	   54 28.2544 	 W 	 9.5 	 91.4 	 +  6.2320 	 - 54.4709 	 94.50	1012.32	21.0	329.0	15.1	89.2	27.9	76.0	1011.0	28.2916	5.6060	34.6757					97.92	113.44	47.08	28.25	
02 June 2023	12:47:17	 6 13.9041 	 N 	   54 27.4624 	 W 	 9.4 	 92.0 	 +  6.2317 	 - 54.4577 	  6 13.9071 	 N 	   54 27.4646 	 W 	 9.4 	 91.2 	 +  6.2318 	 - 54.4577 	 95.67	0.0	0.0	415.7	538.7	312.9		0.0	0.0	83.3	25.4	13.9	0.02277	30X	0.00000	30X	27.9734	 6 13.9071 	 N 	   54 27.4646 	 W 	 9.4 	 91.2 	 +  6.2318 	 - 54.4577 	 95.00	1012.32	21.0	329.0	15.1	89.2	27.9	76.0	1011.0	28.2827	5.5531	34.3374					101.76	95.88	59.12	28.24	
