,Sample ID,d15N,N%(N),C%(N),umols N (N),d15N (C),d13C,N%,C%,C:N (mass),umols N,umols C,_merge
25,WS23-139-10MC-3 0-2.5cm,4.694396568173915,0.10732280581097915,0.7821079083167775,2.7117968063587883,4.737774796036175,-25.525182602625204,0.12294609688811833,0.8004532163513212,6.51060291145101,1.523443427535856,11.57024798989087,both
26,WS23-139-10MC-3 35-37.5cm,4.739609842149241,0.10655170439250418,0.8112346062198534,2.7492773462417084,4.815566638626049,-26.047546748951873,0.11224228278119684,0.7642545903986072,6.808972264832068,1.2750434906943238,10.127486932717597,both
27,WS23-139-01MC-3 10-12.5cm,4.384228997923311,0.03819193148635955,0.2537985928111659,0.9648846644965713,4.454497224075844,-26.561461445113046,0.04199161659778723,0.2840126967845684,6.763557104861131,0.540675782874721,4.265865976100608,both
28,WS23-139-01MC-3 10-12.5cm,4.244706717488526,0.04053882882667125,0.2689609064819033,2.2272917987895737,4.454497224075844,-26.561461445113046,0.04199161659778723,0.2840126967845684,6.763557104861131,0.540675782874721,4.265865976100608,both
29,WS23-139-16MC-3 20-22.5cm,5.4376222439426805,0.10021819326113662,0.8382739784905527,2.438428102702088,5.182121774442647,-23.55460550186458,0.1060785841317128,0.6485530876867652,6.113892761629315,1.3462364210291604,9.601393754430214,both
30,WS23-139-01MC-3 22.5-25cm,3.692561397531599,0.028563995575934472,0.17076608646516844,0.7286775174046383,4.042400656025425,-25.74231413213949,0.026506613830150936,0.1525016331627168,5.753342699294474,0.3348422923383378,2.2472721929340236,both
31,WS23-139-01MC-3 22.5-25cm,3.692561397531599,0.028563995575934472,0.17076608646516844,0.7286775174046383,3.5601745724668237,-26.428348667004702,0.029881563364621694,0.15468231894294052,5.176513593196961,0.9013098534348206,5.44260235960931,both
32,WS23-139-01MC-3 22.5-25cm,4.194066309097793,0.027977518307289978,0.1714647148779247,1.4158701109958365,4.042400656025425,-25.74231413213949,0.026506613830150936,0.1525016331627168,5.753342699294474,0.3348422923383378,2.2472721929340236,both
33,WS23-139-01MC-3 22.5-25cm,4.194066309097793,0.027977518307289978,0.1714647148779247,1.4158701109958365,3.5601745724668237,-26.428348667004702,0.029881563364621694,0.15468231894294052,5.176513593196961,0.9013098534348206,5.44260235960931,both
34,WS23-139-11MC-3 22.5-25cm,5.061863541455244,0.11464456219939781,0.8088172502288011,2.969056852448787,4.89039810972195,-23.767548675547946,0.12506272199138685,0.7689868174962456,6.148809215500735,1.6077835016323114,11.532241107347945,both
35,WS23-139-01MC-3 2.5-5cm,4.187538190296775,0.021596947762694087,0.20283496339365825,0.5497278759210805,4.266638368224984,-26.83833638416243,0.02223736897467347,0.15321577872785216,6.8900137827614545,0.2636739281993402,2.119251054310641,both
36,WS23-139-01MC-3 2.5-5cm,4.187538190296775,0.021596947762694087,0.20283496339365825,0.5497278759210805,3.537480488733368,-27.240118608404554,0.022690310178101653,0.1658071571007415,7.307399317121785,0.6552009266631709,5.58511951749417,both
37,WS23-139-01MC-3 2.5-5cm,4.038589181846703,0.020678634170004193,0.18007819730160318,1.1699442808603728,4.266638368224984,-26.83833638416243,0.02223736897467347,0.15321577872785216,6.8900137827614545,0.2636739281993402,2.119251054310641,both
38,WS23-139-01MC-3 2.5-5cm,4.038589181846703,0.020678634170004193,0.18007819730160318,1.1699442808603728,3.537480488733368,-27.240118608404554,0.022690310178101653,0.1658071571007415,7.307399317121785,0.6552009266631709,5.58511951749417,both
39,WS23-139-01MC-3 12.5-15cm,4.463643192362506,0.02522694326824876,0.12799751810092577,0.6578632207747811,3.666601820745522,-25.638805663393306,0.025420482141806085,0.12841466329968734,5.0516218608025065,0.32582126896531893,1.920018408719805,both
40,WS23-139-01MC-3 12.5-15cm,4.463643192362506,0.02522694326824876,0.12799751810092577,0.6578632207747811,3.6256601346958393,-25.91460837529148,0.027581980684423378,0.11310015921876708,4.100508970432249,0.8109417318858555,3.8790246947379146,both
41,WS23-139-01MC-3 12.5-15cm,4.323497016606873,0.025254436953935696,0.12474293223967428,1.325722745022984,3.666601820745522,-25.638805663393306,0.025420482141806085,0.12841466329968734,5.0516218608025065,0.32582126896531893,1.920018408719805,both
42,WS23-139-01MC-3 12.5-15cm,4.323497016606873,0.025254436953935696,0.12474293223967428,1.325722745022984,3.6256601346958393,-25.91460837529148,0.027581980684423378,0.11310015921876708,4.100508970432249,0.8109417318858555,3.8790246947379146,both
43,WS23-139-10MC-3 47.5-50cm,4.794781864501551,0.10223710998337118,0.7497142804833821,2.579498475155035,4.641530994064707,-25.695353298501047,0.10566264742923272,0.7179085952399946,6.794346088297779,1.3380918563093838,10.605440713362185,both
44,WS23-139-11MC-3 10-12.5cm,5.158654923316878,0.1219375840947101,0.8597732665336517,3.1118018873220348,5.194786169066397,-23.296273453189492,0.13324646614299854,0.7993397127326617,5.998956189013071,1.494814210113853,10.46063469193942,both
45,WS23-139-01MC-3 17.5-20cm,4.380321123696393,0.025577160229515578,0.14338224202669078,0.6592188998769293,4.776811263891774,-25.650062156393194,0.02835477233696231,0.13573249869121903,4.786936642558854,0.33612852175037117,1.876973637188814,both
46,WS23-139-16MC-3 10-12.5cm,5.246156841749103,0.09980355527411851,0.8306435576669255,2.5684633728824715,5.025043402499507,-23.55443192286934,0.10660919636440325,0.6565574983328712,6.158544672719205,1.2708638033418265,9.13003062419424,both
47,WS23-139-01MC-3 7.5-10cm,4.501486110955435,0.06510380593503583,0.5806928918313432,1.6597055908463525,4.258744308793533,-26.798645741189738,0.06805397249278676,0.656446336694397,9.645966468217203,0.8885876651038888,9.998645159992176,both
48,WS23-139-16MC-3 22.5-25cm,5.452764796281211,0.10315454715147043,0.828758061925018,2.6084626280764756,5.025980931718238,-23.768799035598185,0.10815726419622863,0.6554849792704212,6.060480395299029,1.2853035628858034,9.086735570252493,both
49,WS23-139-01MC-3 25-27.5cm,4.007868802870943,0.035638038682713646,0.1900897038342028,0.8808268133235727,3.923623425976877,-26.045297025131905,0.034282395509790294,0.17472442963488768,5.096622538672661,0.45413774323069106,2.7000089005777523,both
50,WS23-139-01MC-3 25-27.5cm,2.6594971831276357,0.03520287276413335,0.19225470091625668,2.0405102722553465,3.923623425976877,-26.045297025131905,0.034282395509790294,0.17472442963488768,5.096622538672661,0.45413774323069106,2.7000089005777523,both
